from,to
249,661
137,329
133,172
133,93
661,249
434,412
80,92
172,183
172,133
193,832
412,434
757,757
115,753
427,47
443,47
443,820
165,93
69,87
15,45
820,53
329,137
820,159
305,718
132,58
748,105
491,377
222,86
430,543
181,393
160,47
523,601
105,748
320,434
129,81
129,44
129,362
129,303
129,210
129,19
129,21
129,106
303,129
434,320
320,391
62,493
588,28
644,5
443,96
329,113
391,776
96,370
508,68
64,113
64,199
199,64
121,550
121,544
160,65
121,226
121,163
121,490
211,152
211,389
211,364
211,340
211,582
278,301
68,301
160,262
700,661
214,301
303,4
303,520
303,3
303,281
303,174
776,391
80,21
140,274
165,123
63,301
290,129
183,3
128,157
4,803
412,57
357,68
113,329
434,208
170,117
142,441
274,140
160,333
809,552
272,3
301,157
301,63
543,430
301,214
138,815
350,377
93,493
92,815
17,17
474,183
502,301
662,371
223,83
116,753
88,149
201,5
201,64
149,88
125,62
434,173
453,301
434,53
159,105
434,159
810,560
46,300
301,502
159,434
421,434
494,187
459,215
86,438
332,487
64,201
434,612
810,471
815,138
242,105
145,269
145,518
145,46
815,92
841,841
184,249
481,421
357,106
438,86
117,170
105,242
558,487
95,143
685,286
5,201
284,292
195,803
327,105
434,2
211,842
222,311
211,518
92,80
98,708
816,165
184,365
195,193
440,64
486,168
421,481
815,5
458,5
803,195
208,137
212,820
226,283
44,129
354,64
131,481
473,301
159,301
301,473
301,159
261,261
361,333
177,214
368,537
133,464
133,292
262,278
52,537
686,531
686,263
367,35
214,177
13,285
13,272
166,142
7,86
284,342
320,734
47,160
262,160
86,7
443,85
797,342
153,301
160,206
598,553
143,86
615,147
86,143
47,427
412,285
366,166
166,366
9,265
367,367
247,700
265,9
336,170
183,29
255,5
96,481
157,344
157,231
53,215
53,820
53,434
387,387
158,105
182,167
19,141
323,5
471,421
438,93
105,158
424,282
663,81
141,19
241,499
241,592
241,209
531,686
241,237
256,186
14,434
312,189
13,190
271,448
167,182
544,813
644,64
19,499
229,198
13,164
190,13
93,438
292,280
249,427
273,819
477,469
310,105
815,208
3,107
105,508
665,303
234,828
234,121
234,404
234,239
234,160
234,58
234,474
234,145
211,604
249,243
5,128
83,290
83,484
225,301
335,274
358,9
107,3
31,30
707,247
150,250
5,255
169,105
179,378
349,156
57,815
815,57
5,323
129,351
29,133
156,180
156,349
140,64
121,80
121,234
121,767
121,552
174,815
87,74
87,459
87,187
87,222
573,8
473,299
460,159
166,86
282,404
199,105
292,133
301,225
107,820
392,296
272,651
62,174
826,193
190,299
651,272
281,738
299,190
437,89
483,133
448,271
182,390
182,391
182,296
182,395
182,295
326,86
118,51
457,421
94,206
361,135
15,183
68,173
83,113
74,116
285,183
29,183
157,53
602,699
602,525
173,68
79,14
215,747
79,51
79,128
249,460
128,79
440,5
121,543
121,281
546,233
504,301
12,358
64,440
686,301
358,12
281,121
723,546
423,318
30,764
186,283
134,64
64,134
64,149
283,379
546,723
155,301
268,223
143,166
700,720
51,143
293,754
40,560
560,40
188,366
149,64
53,128
53,157
183,169
316,215
116,74
5,440
570,452
3,571
128,53
62,338
184,183
482,89
167,339
510,19
173,83
820,183
187,74
187,459
417,86
13,273
277,214
549,661
107,531
361,27
661,549
62,179
159,820
303,80
303,28
303,21
303,114
303,340
303,169
303,367
303,329
340,438
58,81
179,388
494,209
265,61
28,24
13,489
261,455
183,820
62,393
10,69
141,438
47,361
86,504
366,165
61,265
160,435
327,141
259,327
438,141
376,719
327,259
661,11
661,161
141,327
499,241
815,80
815,174
193,826
460,460
5,192
258,198
820,62
425,401
7,511
705,450
65,486
202,623
133,544
817,515
526,14
694,706
426,403
623,791
706,280
835,275
544,568
543,817
403,291
486,714
843,290
655,458
458,172
440,53
399,526
419,789
789,835
515,270
183,413
232,705
292,523
523,543
563,464
256,365
562,202
425,567
567,843
14,256
664,694
600,401
401,399
844,133
585,168
276,426
491,624
13,156
494,576
434,145
167,122
95,122
543,129
543,121
13,514
813,544
333,601
92,127
249,420
157,149
450,623
85,151
282,340
323,618
323,640
323,662
170,16
101,323
661,211
484,822
122,95
107,441
368,14
547,333
333,492
455,64
733,723
314,365
64,455
434,152
434,121
434,282
221,85
31,165
13,339
131,57
312,317
487,558
62,498
455,261
127,92
371,124
165,550
165,490
165,226
220,215
220,128
220,434
37,123
226,165
278,128
151,85
128,220
21,36
122,167
550,21
340,133
342,797
54,809
809,54
16,170
79,811
79,77
79,539
79,445
13,242
259,127
373,280
339,167
482,576
643,50
21,459
602,365
492,283
621,180
14,133
242,13
487,9
23,301
30,133
249,602
411,305
305,845
544,183
723,733
24,37
115,492
328,143
328,66
328,514
733,733
133,14
133,30
388,179
615,152
194,59
314,434
62,216
216,62
7,608
423,62
492,115
401,130
814,262
303,159
159,303
183,159
647,458
31,170
31,96
846,605
290,83
223,268
83,557
530,293
557,83
338,183
41,5
588,307
458,142
183,210
183,89
183,520
183,165
183,338
420,249
411,552
36,21
165,96
165,223
518,661
518,211
192,102
531,365
446,140
58,422
422,58
738,285
256,518
504,86
64,90
31,24
809,132
24,31
481,285
356,16
160,286
615,518
615,492
615,142
412,102
215,717
68,106
96,361
172,542
340,16
64,191
564,12
564,190
564,365
361,96
12,62
271,192
689,198
62,12
194,803
284,621
62,269
192,271
443,38
455,116
455,24
498,73
207,199
261,119
261,655
261,427
261,470
441,324
615,155
115,816
115,453
115,493
115,41
62,19
62,418
62,306
62,35
83,173
442,36
285,271
160,230
160,464
518,249
388,296
294,301
93,714
282,434
205,820
320,296
320,103
285,371
333,847
96,165
13,343
13,322
13,184
61,296
494,115
464,160
458,647
243,64
424,356
424,329
285,586
714,401
435,160
391,182
198,5
257,450
845,305
160,12
248,17
301,294
459,21
333,166
73,498
45,273
278,28
278,722
820,249
498,74
249,820
615,244
434,314
262,814
244,615
285,164
7,430
451,466
433,434
82,147
841,376
173,416
173,777
376,841
62,459
588,392
161,504
13,356
13,207
161,496
74,498
249,362
243,58
58,243
46,447
211,46
211,174
211,450
520,520
826,58
12,707
551,533
280,813
608,266
443,113
366,187
303,46
450,211
355,329
355,303
355,114
355,472
355,46
355,255
307,226
96,31
121,222
160,690
132,807
409,33
388,378
184,160
333,302
46,355
107,87
87,107
114,303
137,126
685,809
741,250
74,330
340,848
313,313
450,257
73,313
302,419
419,302
46,283
160,466
62,280
313,73
160,3
160,275
160,424
10,340
253,62
215,0
62,253
305,271
107,187
297,341
329,283
15,272
271,305
114,355
28,46
445,340
329,355
362,496
283,46
374,499
374,500
374,501
374,503
374,406
374,407
374,504
374,505
374,358
374,506
333,160
429,579
429,461
429,335
429,322
59,160
106,107
183,460
211,355
211,169
280,62
126,271
126,137
210,46
845,2
419,655
218,36
114,255
172,377
328,375
328,357
303,283
187,107
248,459
62,356
251,338
255,329
255,114
255,46
133,346
81,46
15,362
450,5
662,366
183,473
346,133
213,213
329,255
92,92
115,361
115,531
115,79
107,255
107,253
355,211
355,371
355,63
355,169
371,285
116,263
446,448
255,211
255,371
255,63
255,169
31,151
597,756
362,15
332,700
371,355
145,144
441,107
391,320
434,210
434,58
533,128
2,845
58,434
531,165
200,776
211,11
340,593
784,784
845,63
79,116
63,355
63,169
14,498
13,579
427,86
336,438
13,83
166,210
17,166
169,355
699,44
169,255
419,482
419,183
63,845
356,62
195,286
115,160
183,544
62,494
667,37
5,198
86,427
35,107
84,513
376,18
518,422
160,226
183,419
545,26
545,785
545,27
545,34
545,590
124,139
409,27
426,450
426,493
608,7
105,543
65,752
126,55
18,376
211,329
211,255
211,114
211,81
307,18
63,329
63,255
63,114
63,81
815,64
322,446
201,198
201,202
201,593
201,204
201,776
201,205
303,355
700,247
355,170
355,137
114,170
2,571
211,464
169,303
169,137
198,419
81,211
81,63
81,169
464,211
460,421
459,498
255,303
255,170
255,137
498,459
14,523
14,706
108,469
231,526
523,14
176,333
81,303
81,170
820,346
655,655
0,309
174,363
351,280
482,339
355,184
114,184
662,662
482,64
77,107
26,29
336,485
139,124
444,48
569,359
539,160
640,404
160,539
159,460
286,520
438,336
564,242
113,26
57,849
165,816
243,210
199,850
199,593
60,378
60,104
60,60
793,316
359,569
210,243
195,520
52,1
52,314
125,404
314,52
518,362
281,412
307,114
89,2
424,62
367,366
2,89
441,121
278,345
409,316
317,314
419,365
246,498
160,188
166,214
299,81
644,296
160,666
177,459
720,700
376,179
44,441
20,536
137,285
292,493
776,203
444,318
35,655
137,166
366,82
166,576
536,20
59,194
142,434
280,95
280,181
280,228
168,275
87,543
87,820
419,473
275,168
362,283
809,174
31,39
193,195
6,412
412,6
460,533
11,211
655,35
65,450
459,177
114,280
333,654
820,162
322,448
340,143
45,448
543,87
651,546
280,114
450,65
129,399
638,44
254,283
655,151
0,88
832,832
160,139
664,664
820,208
41,460
820,15
89,159
88,0
533,818
169,183
162,820
121,19
399,129
357,480
546,393
280,367
221,121
5,516
5,517
249,419
107,35
747,184
105,820
419,249
184,747
446,15
394,393
195,809
820,87
810,269
121,357
170,31
149,655
70,152
287,106
593,340
820,105
409,108
106,287
301,228
57,604
80,356
121,372
361,151
300,46
349,347
11,293
11,498
11,266
11,8
64,271
674,504
733,327
11,247
12,247
281,411
480,356
480,21
480,20
480,375
480,221
480,671
52,103
62,372
375,480
655,419
21,480
129,160
272,309
272,612
34,151
327,733
822,563
9,499
372,62
381,61
61,381
82,747
82,526
82,486
82,426
82,168
747,82
106,717
123,420
65,130
132,210
153,154
210,132
82,261
82,508
420,123
82,820
82,441
266,441
424,106
191,434
434,191
498,11
511,64
121,223
95,593
427,96
64,511
96,427
160,480
493,82
221,218
87,180
593,95
836,523
329,469
498,264
747,418
480,143
219,60
418,747
333,162
160,736
240,209
15,285
15,429
238,457
197,95
438,339
307,537
230,80
230,375
285,15
247,11
100,708
100,124
100,353
100,323
100,618
100,640
100,768
100,99
100,662
100,125
100,185
8,11
5,291
5,141
5,815
125,100
95,197
62,521
707,441
443,48
404,154
662,100
608,441
496,488
15,820
655,149
280,426
508,747
851,191
700,441
420,362
11,530
74,549
429,334
851,852
851,605
573,441
851,851
720,441
480,74
480,509
480,223
480,357
211,424
93,526
93,458
214,94
160,776
166,159
420,494
183,458
183,290
183,426
647,221
160,306
26,32
145,271
720,406
48,486
67,86
546,115
221,647
82,221
82,74
155,95
82,222
443,455
82,104
82,647
82,548
82,133
82,337
82,295
82,304
82,170
82,51
82,143
82,225
82,853
137,420
420,137
443,333
443,527
443,361
443,417
443,263
443,444
443,725
443,318
443,442
443,547
443,114
443,423
443,245
443,76
443,485
443,171
191,851
195,586
6,308
231,14
557,518
420,854
304,285
563,563
304,82
74,485
221,248
221,116
221,313
221,73
221,485
221,317
165,31
810,87
84,441
84,113
84,752
84,555
84,144
84,493
84,729
84,87
84,37
84,754
84,249
84,180
422,154
249,84
493,84
277,180
434,333
21,820
278,621
17,255
17,467
17,386
17,494
17,295
266,11
17,533
17,253
17,546
17,405
17,189
17,283
17,612
17,162
17,495
15,420
17,340
17,363
17,643
17,366
317,74
17,378
17,106
17,212
17,83
17,86
17,726
290,356
77,62
17,459
273,15
273,272
273,164
273,216
498,44
420,106
367,280
390,182
11,502
13,98
106,420
420,139
391,295
61,396
107,372
508,189
747,508
160,591
591,160
183,480
183,509
183,318
183,20
183,188
183,68
183,137
340,142
160,610
160,19
519,316
249,533
308,6
226,443
305,520
256,531
256,557
135,361
557,256
182,380
137,183
73,116
73,221
73,223
73,485
73,317
73,0
723,306
420,296
810,296
57,64
82,327
478,160
142,340
91,183
508,62
82,454
160,351
183,602
251,62
847,205
317,248
317,116
317,221
317,313
317,223
317,18
317,73
317,485
62,251
39,29
205,847
362,420
378,296
183,91
183,155
568,130
441,19
847,333
54,2
106,424
68,183
155,183
131,809
700,602
318,183
128,214
166,174
593,199
333,163
333,493
333,820
225,18
285,304
160,197
284,681
245,183
151,37
421,7
61,345
90,183
54,304
25,361
69,183
304,54
304,809
809,304
214,128
361,25
86,584
516,195
54,96
54,89
54,88
187,20
367,748
245,333
16,183
81,86
748,367
195,516
195,517
2,54
89,54
89,809
405,158
377,347
299,855
531,363
441,12
417,107
345,61
273,271
111,108
349,160
160,91
392,387
17,671
17,21
681,284
546,155
21,17
160,303
160,369
655,223
155,546
158,405
249,856
809,131
480,183
114,609
128,327
128,486
21,221
438,531
255,1
255,189
255,316
129,363
121,474
440,206
489,132
186,363
486,820
486,327
855,299
820,486
820,327
128,105
714,714
121,518
307,310
307,317
596,596
105,128
282,209
401,257
440,438
87,183
183,245
183,69
183,90
278,363
271,273
183,87
327,820
327,486
225,74
531,115
363,278
531,438
209,282
20,187
68,121
121,411
121,714
74,480
121,184
18,225
22,11
440,321
61,440
356,480
40,170
184,121
290,106
845,4
599,708
599,304
599,96
599,132
599,2
599,211
599,3
599,63
599,208
183,270
183,611
62,209
440,435
395,393
7,555
160,427
121,326
209,62
182,381
182,392
182,393
182,394
182,397
182,378
182,103
182,181
182,384
182,283
182,385
182,387
182,388
182,250
182,396
182,377
182,368
182,104
182,321
182,60
182,150
519,518
438,440
4,845
18,115
405,46
435,440
65,401
537,61
142,216
265,8
544,544
412,271
31,29
11,441
11,22
84,662
106,255
333,142
121,480
142,333
520,183
20,480
377,128
339,340
490,405
143,480
54,411
608,608
170,145
145,170
327,128
306,511
160,8
515,440
411,54
390,103
170,229
170,40
223,20
222,400
255,215
255,295
459,74
377,365
357,142
187,87
20,223
153,121
459,467
483,483
511,306
216,592
142,458
568,450
21,272
13,211
101,97
19,700
549,74
596,282
249,353
124,706
282,612
160,143
499,699
80,121
121,368
405,121
255,365
272,21
373,508
300,169
374,5
201,215
169,300
564,564
274,21
115,249
194,586
194,208
230,74
21,274
662,84
190,533
178,180
489,129
708,708
376,320
90,11
86,67
543,425
64,665
818,533
249,282
249,142
443,226
154,412
232,312
719,719
87,545
310,365
697,5
176,478
478,176
494,308
520,6
240,11
460,244
460,328
460,57
460,189
11,90
6,520
308,494
11,240
301,857
166,137
621,301
74,21
74,20
52,781
293,365
15,353
121,143
121,661
121,401
121,165
661,121
255,366
358,530
366,255
62,505
300,329
249,303
249,236
249,46
786,465
568,526
258,468
113,847
329,300
410,490
300,158
90,469
349,320
740,51
615,87
294,129
559,769
375,81
417,437
17,341
143,10
443,847
10,143
153,160
106,355
132,242
242,132
85,310
374,166
366,229
499,374
738,2
249,310
310,249
525,504
107,281
408,586
166,353
748,300
290,65
65,290
450,133
74,142
300,64
64,300
4,208
450,600
166,74
494,62
618,98
30,367
116,28
28,116
121,282
458,494
822,593
847,847
858,306
820,366
187,1
179,61
529,529
366,521
28,107
491,340
485,74
521,366
317,17
452,661
106,184
269,820
756,227
300,45
283,820
708,125
820,283
83,209
209,83
157,128
56,137
65,366
209,166
127,1
206,852
285,5
58,304
366,65
443,40
215,201
160,410
300,531
2,300
145,114
350,345
63,533
300,2
160,40
87,412
10,777
74,366
597,142
114,145
408,434
335,124
273,209
273,428
160,493
45,300
209,273
264,7
748,564
602,183
529,496
440,320
412,87
427,339
166,173
166,209
13,515
366,10
249,356
249,329
249,80
249,490
249,671
372,372
469,96
74,166
445,848
799,715
665,859
16,280
302,5
10,366
608,11
107,366
696,74
579,446
243,234
106,467
366,107
148,349
303,249
23,160
62,509
223,317
655,231
371,236
371,46
593,350
229,366
467,106
174,58
236,63
236,303
236,371
236,434
236,46
236,249
73,106
602,496
142,80
546,269
546,211
363,87
160,159
160,245
638,169
160,221
166,147
166,820
661,7
86,12
160,452
160,140
106,73
526,426
8,141
847,455
245,160
114,366
149,575
777,535
337,82
455,847
506,211
452,420
166,115
82,377
107,82
458,515
321,440
420,452
312,256
15,461
15,446
15,428
15,447
526,280
211,506
141,166
257,401
310,494
54,249
249,54
427,142
56,685
427,62
144,166
427,612
160,30
58,166
169,107
272,563
435,616
435,793
82,58
592,160
160,207
813,399
813,413
813,515
813,817
813,168
813,172
813,836
813,543
813,526
813,534
813,600
813,440
813,714
813,275
813,93
813,129
813,458
813,403
813,585
154,183
48,437
166,58
183,154
125,354
125,708
125,97
125,371
125,323
125,618
125,640
125,99
134,10
335,335
546,518
312,74
339,438
160,592
493,166
393,282
165,229
166,493
434,856
278,681
82,53
82,362
467,509
229,165
570,19
58,256
81,405
55,552
231,343
569,141
193,412
21,87
69,467
661,141
754,141
555,141
608,141
649,121
265,141
300,434
358,141
360,141
494,229
106,771
510,86
37,667
281,845
265,7
498,526
408,126
229,494
138,408
264,141
165,47
170,360
293,141
121,649
776,130
57,809
344,814
337,16
107,828
63,162
408,489
257,130
64,601
16,337
820,82
160,149
63,685
142,166
180,166
699,141
366,494
366,62
23,166
572,377
264,19
86,84
162,63
19,264
141,431
373,243
573,12
141,488
526,498
489,408
820,443
506,434
494,366
44,360
166,141
504,141
13,210
107,303
424,303
300,87
176,440
115,860
141,358
549,418
39,455
162,283
455,39
494,93
211,16
121,280
45,429
73,166
23,116
121,68
96,91
91,96
367,64
64,367
525,699
211,646
238,211
121,203
281,6
281,305
211,238
116,23
170,455
165,365
84,419
455,170
147,513
165,107
129,544
300,106
107,165
226,227
483,727
362,81
345,345
6,281
832,63
211,571
281,683
63,832
826,412
401,148
285,160
777,554
768,101
81,362
306,91
86,69
86,508
306,160
172,457
197,143
818,62
197,27
143,197
513,166
87,166
83,101
820,243
162,253
253,162
420,166
249,543
89,411
823,7
823,661
89,412
91,306
820,44
820,28
820,280
820,114
820,169
277,167
495,87
106,828
106,300
106,279
106,230
160,385
271,412
167,277
89,301
277,14
385,160
269,166
34,28
280,179
280,214
7,823
137,139
280,296
214,280
13,32
280,18
829,168
95,280
342,180
543,249
546,474
213,441
160,29
222,255
34,24
34,26
34,29
34,30
34,31
34,32
34,33
34,590
34,36
34,37
34,39
34,588
55,6
504,441
6,55
55,411
160,36
138,285
285,138
644,166
564,174
247,7
55,533
411,89
412,89
519,459
519,21
519,20
519,85
519,222
519,405
519,106
519,259
519,315
519,189
519,227
519,607
519,228
719,379
350,861
7,247
215,220
168,203
63,107
314,310
174,564
777,862
851,575
457,62
494,108
160,191
160,504
160,148
459,19
828,106
474,663
612,828
162,643
197,13
820,166
160,663
221,107
486,664
118,511
568,168
253,166
291,257
366,305
678,480
295,472
295,255
107,28
107,31
244,460
107,23
13,26
168,14
25,459
847,113
94,377
423,245
685,859
114,725
459,25
179,280
608,265
44,160
196,820
18,280
6,549
137,160
558,9
506,496
9,558
730,460
549,6
62,457
177,220
198,128
121,601
129,107
27,197
105,303
460,730
28,339
303,58
301,445
206,440
173,166
445,301
115,28
115,367
298,536
298,507
298,287
298,551
494,70
138,63
815,859
282,222
340,325
707,7
160,327
152,166
5,464
121,345
121,278
453,166
303,166
215,155
28,229
863,57
121,221
121,17
121,340
121,77
121,820
121,329
121,856
121,365
121,796
327,160
121,173
121,333
194,137
137,194
121,88
293,44
94,440
70,494
211,215
21,537
440,94
52,814
64,323
318,482
269,121
169,280
280,169
809,59
411,864
149,206
56,738
293,11
59,809
19,459
115,340
115,173
577,166
353,15
141,232
44,555
44,565
160,152
152,160
411,286
232,141
152,340
54,438
738,809
323,64
818,301
847,47
482,777
828,16
438,54
340,121
212,183
249,440
166,664
166,93
222,309
121,160
183,212
255,222
600,600
461,335
591,145
145,591
162,333
412,552
256,154
163,115
856,249
256,355
16,828
206,149
533,145
183,513
226,74
148,180
581,581
5,285
5,302
183,308
530,11
92,86
422,615
268,316
86,92
199,1
440,249
270,486
142,184
533,82
338,37
828,353
301,818
223,758
485,333
199,338
350,343
281,615
160,310
25,545
160,856
303,121
129,557
16,221
313,215
557,129
482,531
149,160
406,672
16,771
107,16
221,16
140,335
531,482
441,166
160,832
16,107
55,698
55,738
223,222
608,61
608,264
169,128
137,859
412,193
2,489
489,2
314,726
6,440
6,458
93,494
820,493
828,371
828,46
455,455
546,820
493,820
311,309
302,302
128,44
426,270
426,168
426,172
426,129
